user_id,timestamp,gallons_consumed,weight,calories_in,calories_out
tzVR3lBP,1412121600000,3,90,449,251
tzVR3lBP,1412208000000,3,94,449,251
tzVR3lBP,1412294400000,3,94,449,251
tzVR3lBP,1412380800000,3,92,449,251
tzVR3lBP,1412467200000,3,93,449,251
tzVR3lBP,1412553600000,3,96,449,251
tzVR3lBP,1412640000000,3,97,449,251
tzVR3lBP,1412726400000,3,101,449,251
tzVR3lBP,1412812800000,3,102,449,251
tzVR3lBP,1412899200000,3,97,449,251
tzVR3lBP,1412985600000,3,99,449,251
tzVR3lBP,1413072000000,3,103,449,251
tzVR3lBP,1413158400000,3,100,449,251
tzVR3lBP,1413244800000,3,99,449,251
tzVR3lBP,1413331200000,3,102,449,251
tzVR3lBP,1413417600000,3,101,449,251
tzVR3lBP,1413504000000,3,103,449,251
tzVR3lBP,1413590400000,3,99,449,251
tzVR3lBP,1413676800000,3,97,449,251
tzVR3lBP,1413763200000,3,100,449,251
tzVR3lBP,1413849600000,3,101,449,251
tzVR3lBP,1413936000000,3,102,449,251
tzVR3lBP,1414022400000,3,106,449,251
tzVR3lBP,1414108800000,3,110,449,251
tzVR3lBP,1414195200000,3,114,449,251
tzVR3lBP,1414281600000,3,117,449,251
tzVR3lBP,1414368000000,3,118,449,251
tzVR3lBP,1414454400000,3,114,449,251
tzVR3lBP,1414540800000,3,117,449,251
tzVR3lBP,1414627200000,3,112,449,251
tzVR3lBP,1414713600000,3,111,449,251
tzVR3lBP,1414800000000,3,106,449,251
tzVR3lBP,1414886400000,3,107,449,251
tzVR3lBP,1414972800000,3,107,449,251
tzVR3lBP,1415059200000,3,111,449,251
tzVR3lBP,1415145600000,3,108,449,251
tzVR3lBP,1415232000000,3,103,449,251
tzVR3lBP,1415318400000,3,100,449,251
tzVR3lBP,1415404800000,3,99,449,251
tzVR3lBP,1415491200000,3,98,449,251
tzVR3lBP,1415577600000,3,96,449,251
tzVR3lBP,1415664000000,3,92,449,251
tzVR3lBP,1415750400000,3,88,449,251
tzVR3lBP,1415836800000,3,87,449,251
tzVR3lBP,1415923200000,3,88,449,251
tzVR3lBP,1416009600000,3,89,449,251
tzVR3lBP,1416096000000,3,85,449,251
tzVR3lBP,1416182400000,3,82,449,251
tzVR3lBP,1416268800000,3,83,449,251
tzVR3lBP,1416355200000,3,80,449,251
tzVR3lBP,1416441600000,3,82,449,251
tzVR3lBP,1416528000000,3,79,449,251
tzVR3lBP,1416614400000,3,77,449,251
tzVR3lBP,1416700800000,3,72,449,251
tzVR3lBP,1416787200000,3,73,449,251
tzVR3lBP,1416873600000,3,68,449,251
tzVR3lBP,1416960000000,3,64,449,251
tzVR3lBP,1417046400000,3,67,449,251
tzVR3lBP,1417132800000,3,64,449,251
tzVR3lBP,1417219200000,3,68,449,251
tzVR3lBP,1417305600000,3,70,449,251
