user_id,timestamp,gallons_consumed,weight,calories_in,calories_out
c0q19HED,1404172800000,3,207,453,233
c0q19HED,1404259200000,3,206,453,233
c0q19HED,1404345600000,3,209,453,233
c0q19HED,1404432000000,3,204,453,233
c0q19HED,1404518400000,3,204,453,233
c0q19HED,1404604800000,3,204,453,233
c0q19HED,1404691200000,3,204,453,233
c0q19HED,1404777600000,3,203,453,233
c0q19HED,1404864000000,3,207,453,233
c0q19HED,1404950400000,3,206,453,233
c0q19HED,1405036800000,3,210,453,233
c0q19HED,1405123200000,3,205,453,233
c0q19HED,1405209600000,3,205,453,233
c0q19HED,1405296000000,3,207,453,233
c0q19HED,1405382400000,3,204,453,233
c0q19HED,1405468800000,3,203,453,233
c0q19HED,1405555200000,3,205,453,233
c0q19HED,1405641600000,3,204,453,233
c0q19HED,1405728000000,3,208,453,233
c0q19HED,1405814400000,3,205,453,233
c0q19HED,1405900800000,3,207,453,233
c0q19HED,1405987200000,3,202,453,233
c0q19HED,1406073600000,3,203,453,233
c0q19HED,1406160000000,3,204,453,233
c0q19HED,1406246400000,3,200,453,233
c0q19HED,1406332800000,3,201,453,233
c0q19HED,1406419200000,3,198,453,233
c0q19HED,1406505600000,3,199,453,233
c0q19HED,1406592000000,3,200,453,233
c0q19HED,1406678400000,3,199,453,233
c0q19HED,1406764800000,3,194,453,233
c0q19HED,1406851200000,3,192,453,233
c0q19HED,1406937600000,3,190,453,233
c0q19HED,1407024000000,3,193,453,233
c0q19HED,1407110400000,3,191,453,233
c0q19HED,1407196800000,3,191,453,233
c0q19HED,1407283200000,3,186,453,233
c0q19HED,1407369600000,3,186,453,233
c0q19HED,1407456000000,3,185,453,233
c0q19HED,1407542400000,3,183,453,233
c0q19HED,1407628800000,3,185,453,233
c0q19HED,1407715200000,3,181,453,233
c0q19HED,1407801600000,3,182,453,233
c0q19HED,1407888000000,3,181,453,233
c0q19HED,1407974400000,3,177,453,233
c0q19HED,1408060800000,3,180,453,233
c0q19HED,1408147200000,3,184,453,233
c0q19HED,1408233600000,3,182,453,233
c0q19HED,1408320000000,3,186,453,233
c0q19HED,1408406400000,3,186,453,233
c0q19HED,1408492800000,3,189,453,233
c0q19HED,1408579200000,3,184,453,233
c0q19HED,1408665600000,3,186,453,233
c0q19HED,1408752000000,3,183,453,233
c0q19HED,1408838400000,3,186,453,233
c0q19HED,1408924800000,3,187,453,233
c0q19HED,1409011200000,3,186,453,233
c0q19HED,1409097600000,3,188,453,233
c0q19HED,1409184000000,3,187,453,233
c0q19HED,1409270400000,3,186,453,233
c0q19HED,1409356800000,3,189,453,233
c0q19HED,1409443200000,3,191,453,233
c0q19HED,1409529600000,3,195,453,233
c0q19HED,1409616000000,3,197,453,233
c0q19HED,1409702400000,3,198,453,233
c0q19HED,1409788800000,3,199,453,233
c0q19HED,1409875200000,3,200,453,233
c0q19HED,1409961600000,3,200,453,233
c0q19HED,1410048000000,3,203,453,233
c0q19HED,1410134400000,3,206,453,233
c0q19HED,1410220800000,3,205,453,233
c0q19HED,1410307200000,3,203,453,233
c0q19HED,1410393600000,3,205,453,233
c0q19HED,1410480000000,3,208,453,233
c0q19HED,1410566400000,3,212,453,233
c0q19HED,1410652800000,3,213,453,233
c0q19HED,1410739200000,3,216,453,233
c0q19HED,1410825600000,3,213,453,233
c0q19HED,1410912000000,3,210,453,233
c0q19HED,1410998400000,3,209,453,233
c0q19HED,1411084800000,3,208,453,233
c0q19HED,1411171200000,3,203,453,233
c0q19HED,1411257600000,3,206,453,233
c0q19HED,1411344000000,3,208,453,233
c0q19HED,1411430400000,3,211,453,233
c0q19HED,1411516800000,3,214,453,233
c0q19HED,1411603200000,3,211,453,233
c0q19HED,1411689600000,3,213,453,233
c0q19HED,1411776000000,3,210,453,233
c0q19HED,1411862400000,3,209,453,233
c0q19HED,1411948800000,3,209,453,233
c0q19HED,1412035200000,3,208,453,233
c0q19HED,1412121600000,3,210,453,233
c0q19HED,1412208000000,3,209,453,233
c0q19HED,1412294400000,3,211,453,233
c0q19HED,1412380800000,3,210,453,233
c0q19HED,1412467200000,3,208,453,233
c0q19HED,1412553600000,3,209,453,233
c0q19HED,1412640000000,3,209,453,233
c0q19HED,1412726400000,3,208,453,233
c0q19HED,1412812800000,3,205,453,233
c0q19HED,1412899200000,3,203,453,233
c0q19HED,1412985600000,3,204,453,233
c0q19HED,1413072000000,3,208,453,233
c0q19HED,1413158400000,3,212,453,233
c0q19HED,1413244800000,3,208,453,233
c0q19HED,1413331200000,3,205,453,233
c0q19HED,1413417600000,3,204,453,233
c0q19HED,1413504000000,3,199,453,233
c0q19HED,1413590400000,3,196,453,233
c0q19HED,1413676800000,3,191,453,233
c0q19HED,1413763200000,3,187,453,233
c0q19HED,1413849600000,3,186,453,233
c0q19HED,1413936000000,3,187,453,233
c0q19HED,1414022400000,3,183,453,233
c0q19HED,1414108800000,3,178,453,233
c0q19HED,1414195200000,3,178,453,233
c0q19HED,1414281600000,3,175,453,233
c0q19HED,1414368000000,3,179,453,233
c0q19HED,1414454400000,3,176,453,233
c0q19HED,1414540800000,3,173,453,233
c0q19HED,1414627200000,3,168,453,233
c0q19HED,1414713600000,3,169,453,233
