user_id,timestamp,gallons_consumed,weight,calories_in,calories_out
LCdfVE7w,1401580800000,1,92,691,250
LCdfVE7w,1401667200000,1,87,691,250
LCdfVE7w,1401753600000,1,82,691,250
LCdfVE7w,1401840000000,1,81,691,250
LCdfVE7w,1401926400000,1,78,691,250
LCdfVE7w,1402012800000,1,75,691,250
LCdfVE7w,1402099200000,1,71,691,250
LCdfVE7w,1402185600000,1,73,691,250
LCdfVE7w,1402272000000,1,74,691,250
LCdfVE7w,1402358400000,1,77,691,250
LCdfVE7w,1402444800000,1,74,691,250
LCdfVE7w,1402531200000,1,76,691,250
LCdfVE7w,1402617600000,1,73,691,250
LCdfVE7w,1402704000000,1,77,691,250
LCdfVE7w,1402790400000,1,75,691,250
LCdfVE7w,1402876800000,1,74,691,250
LCdfVE7w,1402963200000,1,78,691,250
LCdfVE7w,1403049600000,1,78,691,250
LCdfVE7w,1403136000000,1,77,691,250
LCdfVE7w,1403222400000,1,77,691,250
LCdfVE7w,1403308800000,1,76,691,250
LCdfVE7w,1403395200000,1,75,691,250
LCdfVE7w,1403481600000,1,77,691,250
LCdfVE7w,1403568000000,1,74,691,250
LCdfVE7w,1403654400000,1,74,691,250
LCdfVE7w,1403740800000,1,69,691,250
LCdfVE7w,1403827200000,1,72,691,250
LCdfVE7w,1403913600000,1,74,691,250
LCdfVE7w,1404000000000,1,77,691,250
LCdfVE7w,1404086400000,1,74,691,250
LCdfVE7w,1404172800000,1,73,691,250
LCdfVE7w,1404259200000,1,70,691,250
LCdfVE7w,1404345600000,1,72,691,250
LCdfVE7w,1404432000000,1,73,691,250
LCdfVE7w,1404518400000,1,75,691,250
LCdfVE7w,1404604800000,1,79,691,250
LCdfVE7w,1404691200000,1,82,691,250
LCdfVE7w,1404777600000,1,79,691,250
LCdfVE7w,1404864000000,1,82,691,250
LCdfVE7w,1404950400000,1,77,691,250
LCdfVE7w,1405036800000,1,72,691,250
LCdfVE7w,1405123200000,1,67,691,250
LCdfVE7w,1405209600000,1,65,691,250
LCdfVE7w,1405296000000,1,63,691,250
LCdfVE7w,1405382400000,1,59,691,250
LCdfVE7w,1405468800000,1,62,691,250
LCdfVE7w,1405555200000,1,66,691,250
LCdfVE7w,1405641600000,1,68,691,250
LCdfVE7w,1405728000000,1,70,691,250
LCdfVE7w,1405814400000,1,65,691,250
LCdfVE7w,1405900800000,1,67,691,250
LCdfVE7w,1405987200000,1,66,691,250
LCdfVE7w,1406073600000,1,69,691,250
LCdfVE7w,1406160000000,1,70,691,250
LCdfVE7w,1406246400000,1,67,691,250
LCdfVE7w,1406332800000,1,67,691,250
LCdfVE7w,1406419200000,1,70,691,250
LCdfVE7w,1406505600000,1,70,691,250
LCdfVE7w,1406592000000,1,66,691,250
LCdfVE7w,1406678400000,1,64,691,250
LCdfVE7w,1406764800000,1,68,691,250
LCdfVE7w,1406851200000,1,72,691,250
LCdfVE7w,1406937600000,1,69,691,250
LCdfVE7w,1407024000000,1,72,691,250
LCdfVE7w,1407110400000,1,76,691,250
LCdfVE7w,1407196800000,1,79,691,250
LCdfVE7w,1407283200000,1,75,691,250
LCdfVE7w,1407369600000,1,78,691,250
LCdfVE7w,1407456000000,1,81,691,250
LCdfVE7w,1407542400000,1,82,691,250
LCdfVE7w,1407628800000,1,81,691,250
LCdfVE7w,1407715200000,1,82,691,250
LCdfVE7w,1407801600000,1,85,691,250
LCdfVE7w,1407888000000,1,83,691,250
LCdfVE7w,1407974400000,1,82,691,250
LCdfVE7w,1408060800000,1,81,691,250
LCdfVE7w,1408147200000,1,82,691,250
LCdfVE7w,1408233600000,1,83,691,250
LCdfVE7w,1408320000000,1,84,691,250
LCdfVE7w,1408406400000,1,81,691,250
LCdfVE7w,1408492800000,1,78,691,250
LCdfVE7w,1408579200000,1,82,691,250
LCdfVE7w,1408665600000,1,77,691,250
LCdfVE7w,1408752000000,1,79,691,250
LCdfVE7w,1408838400000,1,79,691,250
LCdfVE7w,1408924800000,1,75,691,250
LCdfVE7w,1409011200000,1,70,691,250
LCdfVE7w,1409097600000,1,70,691,250
LCdfVE7w,1409184000000,1,71,691,250
LCdfVE7w,1409270400000,1,75,691,250
LCdfVE7w,1409356800000,1,77,691,250
LCdfVE7w,1409443200000,1,74,691,250
LCdfVE7w,1409529600000,1,72,691,250
LCdfVE7w,1409616000000,1,71,691,250
LCdfVE7w,1409702400000,1,66,691,250
LCdfVE7w,1409788800000,1,70,691,250
LCdfVE7w,1409875200000,1,70,691,250
LCdfVE7w,1409961600000,1,68,691,250
LCdfVE7w,1410048000000,1,69,691,250
LCdfVE7w,1410134400000,1,72,691,250
LCdfVE7w,1410220800000,1,75,691,250
LCdfVE7w,1410307200000,1,74,691,250
LCdfVE7w,1410393600000,1,73,691,250
LCdfVE7w,1410480000000,1,68,691,250
LCdfVE7w,1410566400000,1,64,691,250
LCdfVE7w,1410652800000,1,60,691,250
LCdfVE7w,1410739200000,1,63,691,250
LCdfVE7w,1410825600000,1,61,691,250
LCdfVE7w,1410912000000,1,65,691,250
LCdfVE7w,1410998400000,1,65,691,250
LCdfVE7w,1411084800000,1,67,691,250
LCdfVE7w,1411171200000,1,65,691,250
LCdfVE7w,1411257600000,1,65,691,250
LCdfVE7w,1411344000000,1,60,691,250
LCdfVE7w,1411430400000,1,60,691,250
LCdfVE7w,1411516800000,1,60,691,250
LCdfVE7w,1411603200000,1,62,691,250
LCdfVE7w,1411689600000,1,61,691,250
LCdfVE7w,1411776000000,1,59,691,250
LCdfVE7w,1411862400000,1,56,691,250
LCdfVE7w,1411948800000,1,51,691,250
LCdfVE7w,1412035200000,1,46,691,250
