user_id,timestamp,miles_walked,calories_burned,calories_eaten,distance,floors
DIfqbw6x,1404172800000,4,261,1726,83,28
DIfqbw6x,1404259200000,13,218,1537,195,5
DIfqbw6x,1404345600000,8,380,2169,116,1
DIfqbw6x,1404432000000,8,175,2551,22,4
DIfqbw6x,1404518400000,19,539,1897,24,33
DIfqbw6x,1404604800000,4,443,2585,114,22
DIfqbw6x,1404691200000,0,243,2596,10,9
DIfqbw6x,1404777600000,1,286,1715,115,13
DIfqbw6x,1404864000000,7,273,2006,107,42
DIfqbw6x,1404950400000,9,350,2232,113,9
DIfqbw6x,1405036800000,13,425,2694,85,42
DIfqbw6x,1405123200000,2,504,1868,121,43
DIfqbw6x,1405209600000,17,196,1632,62,1
DIfqbw6x,1405296000000,5,440,2533,159,30
DIfqbw6x,1405382400000,7,377,1949,119,43
DIfqbw6x,1405468800000,17,419,1132,15,9
DIfqbw6x,1405555200000,7,171,2101,11,10
DIfqbw6x,1405641600000,10,524,2992,30,12
DIfqbw6x,1405728000000,11,236,2621,19,28
DIfqbw6x,1405814400000,3,526,1425,122,11
DIfqbw6x,1405900800000,2,258,1904,51,37
DIfqbw6x,1405987200000,13,307,2929,41,44
DIfqbw6x,1406073600000,17,341,2833,10,20
DIfqbw6x,1406160000000,5,213,2792,176,5
DIfqbw6x,1406246400000,7,531,1534,134,26
DIfqbw6x,1406332800000,10,388,1659,124,40
DIfqbw6x,1406419200000,8,428,2707,18,31
DIfqbw6x,1406505600000,12,409,2644,111,37
DIfqbw6x,1406592000000,9,215,1674,14,46
DIfqbw6x,1406678400000,5,491,1207,16,48
DIfqbw6x,1406764800000,13,502,1844,33,13
DIfqbw6x,1406851200000,7,423,1500,119,42
DIfqbw6x,1406937600000,4,246,1503,96,15
DIfqbw6x,1407024000000,17,517,2733,37,21
DIfqbw6x,1407110400000,10,269,1669,185,46
DIfqbw6x,1407196800000,10,384,2924,21,44
DIfqbw6x,1407283200000,1,309,1958,110,46
DIfqbw6x,1407369600000,10,236,2090,108,3
DIfqbw6x,1407456000000,4,279,1670,138,20
DIfqbw6x,1407542400000,18,187,2255,20,4
DIfqbw6x,1407628800000,16,505,2250,164,24
DIfqbw6x,1407715200000,7,350,1984,190,11
DIfqbw6x,1407801600000,18,361,2385,66,22
DIfqbw6x,1407888000000,6,242,2454,86,36
DIfqbw6x,1407974400000,3,231,2639,186,20
DIfqbw6x,1408060800000,7,394,2109,182,16
DIfqbw6x,1408147200000,12,313,2154,131,40
DIfqbw6x,1408233600000,18,160,1919,118,39
DIfqbw6x,1408320000000,12,314,2545,150,42
DIfqbw6x,1408406400000,3,392,2311,118,28
DIfqbw6x,1408492800000,11,156,1087,20,1
DIfqbw6x,1408579200000,17,416,2470,48,23
DIfqbw6x,1408665600000,14,373,2426,99,17
DIfqbw6x,1408752000000,12,438,1310,187,41
DIfqbw6x,1408838400000,2,193,2469,61,16
DIfqbw6x,1408924800000,14,183,1862,29,40
DIfqbw6x,1409011200000,14,388,2508,138,34
DIfqbw6x,1409097600000,7,359,2880,23,7
DIfqbw6x,1409184000000,18,163,2922,121,30
DIfqbw6x,1409270400000,4,387,2145,133,25
DIfqbw6x,1409356800000,1,494,1477,128,48
DIfqbw6x,1409443200000,18,191,2453,191,1
DIfqbw6x,1409529600000,16,441,2011,139,30
DIfqbw6x,1409616000000,2,476,1000,6,25
DIfqbw6x,1409702400000,16,347,1506,162,12
DIfqbw6x,1409788800000,16,275,2087,22,12
DIfqbw6x,1409875200000,1,414,1701,20,29
DIfqbw6x,1409961600000,2,221,1746,81,18
DIfqbw6x,1410048000000,15,399,2623,7,48
DIfqbw6x,1410134400000,2,155,2493,105,48
DIfqbw6x,1410220800000,12,362,2100,64,3
DIfqbw6x,1410307200000,13,200,1131,57,43
DIfqbw6x,1410393600000,4,242,1340,7,46
DIfqbw6x,1410480000000,16,399,1363,178,46
DIfqbw6x,1410566400000,10,433,2210,61,21
DIfqbw6x,1410652800000,8,364,2254,130,30
DIfqbw6x,1410739200000,16,506,1699,11,18
DIfqbw6x,1410825600000,1,357,1617,29,33
DIfqbw6x,1410912000000,12,281,1113,73,32
DIfqbw6x,1410998400000,7,185,2983,56,32
DIfqbw6x,1411084800000,6,359,1455,176,17
DIfqbw6x,1411171200000,11,404,1400,100,2
DIfqbw6x,1411257600000,2,479,1924,199,39
DIfqbw6x,1411344000000,15,507,2078,160,37
DIfqbw6x,1411430400000,4,286,1943,113,12
DIfqbw6x,1411516800000,6,162,1641,199,10
DIfqbw6x,1411603200000,18,350,2124,75,15
DIfqbw6x,1411689600000,17,273,1902,59,3
DIfqbw6x,1411776000000,15,519,1400,84,40
DIfqbw6x,1411862400000,9,275,2795,101,41
DIfqbw6x,1411948800000,17,307,1486,112,20
DIfqbw6x,1412035200000,13,452,2057,183,31
