user_id,timestamp,miles_walked,calories_burned,calories_eaten,distance,floors
3CRum2sj,1388534400000,6,1338,452,1681,47
3CRum2sj,1388620800000,6,1310,452,1667,47
3CRum2sj,1388707200000,6,1303,452,1652,47
3CRum2sj,1388793600000,6,1283,452,1636,47
3CRum2sj,1388880000000,6,1275,452,1658,47
3CRum2sj,1388966400000,6,1280,452,1678,47
3CRum2sj,1389052800000,6,1253,452,1696,47
3CRum2sj,1389139200000,6,1258,452,1680,47
3CRum2sj,1389225600000,6,1270,452,1678,47
3CRum2sj,1389312000000,6,1265,452,1661,47
3CRum2sj,1389398400000,6,1254,452,1648,47
3CRum2sj,1389484800000,6,1262,452,1647,47
3CRum2sj,1389571200000,6,1285,452,1641,47
3CRum2sj,1389657600000,6,1314,452,1656,47
3CRum2sj,1389744000000,6,1318,452,1663,47
3CRum2sj,1389830400000,6,1298,452,1652,47
3CRum2sj,1389916800000,6,1317,452,1646,47
3CRum2sj,1390003200000,6,1344,452,1634,47
3CRum2sj,1390089600000,6,1356,452,1656,47
3CRum2sj,1390176000000,6,1345,452,1637,47
3CRum2sj,1390262400000,6,1340,452,1645,47
3CRum2sj,1390348800000,6,1353,452,1647,47
3CRum2sj,1390435200000,6,1331,452,1636,47
3CRum2sj,1390521600000,6,1318,452,1625,47
3CRum2sj,1390608000000,6,1306,452,1622,47
3CRum2sj,1390694400000,6,1301,452,1623,47
3CRum2sj,1390780800000,6,1276,452,1627,47
3CRum2sj,1390867200000,6,1258,452,1610,47
3CRum2sj,1390953600000,6,1247,452,1601,47
3CRum2sj,1391040000000,6,1230,452,1592,47
3CRum2sj,1391126400000,6,1205,452,1602,47
3CRum2sj,1391212800000,6,1207,452,1594,47
3CRum2sj,1391299200000,6,1207,452,1603,47
3CRum2sj,1391385600000,6,1213,452,1623,47
3CRum2sj,1391472000000,6,1191,452,1605,47
3CRum2sj,1391558400000,6,1198,452,1621,47
3CRum2sj,1391644800000,6,1217,452,1631,47
3CRum2sj,1391731200000,6,1218,452,1640,47
3CRum2sj,1391817600000,6,1207,452,1642,47
3CRum2sj,1391904000000,6,1229,452,1649,47
3CRum2sj,1391990400000,6,1221,452,1676,47
3CRum2sj,1392076800000,6,1216,452,1670,47
3CRum2sj,1392163200000,6,1211,452,1689,47
3CRum2sj,1392249600000,6,1182,452,1696,47
3CRum2sj,1392336000000,6,1165,452,1715,47
3CRum2sj,1392422400000,6,1163,452,1718,47
3CRum2sj,1392508800000,6,1147,452,1709,47
3CRum2sj,1392595200000,6,1123,452,1699,47
3CRum2sj,1392681600000,6,1142,452,1696,47
3CRum2sj,1392768000000,6,1163,452,1704,47
3CRum2sj,1392854400000,6,1181,452,1724,47
3CRum2sj,1392940800000,6,1209,452,1745,47
3CRum2sj,1393027200000,6,1223,452,1720,47
3CRum2sj,1393113600000,6,1248,452,1739,47
3CRum2sj,1393200000000,6,1240,452,1752,47
3CRum2sj,1393286400000,6,1221,452,1780,47
3CRum2sj,1393372800000,6,1212,452,1789,47
3CRum2sj,1393459200000,6,1187,452,1815,47
3CRum2sj,1393545600000,6,1169,452,1829,47
3CRum2sj,1393632000000,6,1142,452,1814,47
3CRum2sj,1393718400000,6,1169,452,1804,47
3CRum2sj,1393804800000,6,1172,452,1809,47
3CRum2sj,1393891200000,6,1167,452,1809,47
3CRum2sj,1393977600000,6,1142,452,1829,47
3CRum2sj,1394064000000,6,1118,452,1823,47
3CRum2sj,1394150400000,6,1122,452,1796,47
3CRum2sj,1394236800000,6,1119,452,1816,47
3CRum2sj,1394323200000,6,1116,452,1787,47
3CRum2sj,1394409600000,6,1129,452,1810,47
3CRum2sj,1394496000000,6,1155,452,1818,47
3CRum2sj,1394582400000,6,1165,452,1808,47
3CRum2sj,1394668800000,6,1190,452,1829,47
3CRum2sj,1394755200000,6,1215,452,1825,47
3CRum2sj,1394841600000,6,1244,452,1813,47
3CRum2sj,1394928000000,6,1238,452,1793,47
3CRum2sj,1395014400000,6,1217,452,1804,47
3CRum2sj,1395100800000,6,1234,452,1810,47
3CRum2sj,1395187200000,6,1211,452,1780,47
3CRum2sj,1395273600000,6,1192,452,1778,47
3CRum2sj,1395360000000,6,1202,452,1777,47
3CRum2sj,1395446400000,6,1184,452,1770,47
3CRum2sj,1395532800000,6,1169,452,1760,47
3CRum2sj,1395619200000,6,1180,452,1772,47
3CRum2sj,1395705600000,6,1155,452,1749,47
3CRum2sj,1395792000000,6,1142,452,1755,47
3CRum2sj,1395878400000,6,1114,452,1739,47
3CRum2sj,1395964800000,6,1143,452,1735,47
3CRum2sj,1396051200000,6,1159,452,1713,47
3CRum2sj,1396137600000,6,1175,452,1684,47
3CRum2sj,1396224000000,6,1156,452,1708,47
3CRum2sj,1396310400000,6,1163,452,1691,47
3CRum2sj,1396396800000,6,1179,452,1672,47
3CRum2sj,1396483200000,6,1162,452,1643,47
3CRum2sj,1396569600000,6,1144,452,1636,47
3CRum2sj,1396656000000,6,1130,452,1654,47
3CRum2sj,1396742400000,6,1121,452,1633,47
3CRum2sj,1396828800000,6,1127,452,1662,47
3CRum2sj,1396915200000,6,1113,452,1639,47
3CRum2sj,1397001600000,6,1105,452,1646,47
3CRum2sj,1397088000000,6,1080,452,1653,47
3CRum2sj,1397174400000,6,1072,452,1650,47
3CRum2sj,1397260800000,6,1083,452,1667,47
3CRum2sj,1397347200000,6,1077,452,1645,47
3CRum2sj,1397433600000,6,1092,452,1649,47
3CRum2sj,1397520000000,6,1104,452,1678,47
3CRum2sj,1397606400000,6,1120,452,1702,47
3CRum2sj,1397692800000,6,1101,452,1697,47
3CRum2sj,1397779200000,6,1097,452,1705,47
3CRum2sj,1397865600000,6,1079,452,1693,47
3CRum2sj,1397952000000,6,1069,452,1670,47
3CRum2sj,1398038400000,6,1039,452,1645,47
3CRum2sj,1398124800000,6,1058,452,1625,47
3CRum2sj,1398211200000,6,1032,452,1637,47
3CRum2sj,1398297600000,6,1016,452,1649,47
3CRum2sj,1398384000000,6,999,452,1670,47
3CRum2sj,1398470400000,6,978,452,1690,47
3CRum2sj,1398556800000,6,1006,452,1719,47
3CRum2sj,1398643200000,6,1015,452,1703,47
3CRum2sj,1398729600000,6,1031,452,1714,47
3CRum2sj,1398816000000,6,1002,452,1702,47
3CRum2sj,1398902400000,6,1009,452,1707,47
3CRum2sj,1398988800000,6,1027,452,1723,47
3CRum2sj,1399075200000,6,1035,452,1744,47
3CRum2sj,1399161600000,6,1026,452,1734,47
3CRum2sj,1399248000000,6,1044,452,1748,47
3CRum2sj,1399334400000,6,1061,452,1769,47
3CRum2sj,1399420800000,6,1058,452,1792,47
3CRum2sj,1399507200000,6,1054,452,1814,47
3CRum2sj,1399593600000,6,1061,452,1799,47
3CRum2sj,1399680000000,6,1041,452,1795,47
3CRum2sj,1399766400000,6,1048,452,1796,47
3CRum2sj,1399852800000,6,1025,452,1821,47
3CRum2sj,1399939200000,6,1031,452,1822,47
3CRum2sj,1400025600000,6,1042,452,1793,47
3CRum2sj,1400112000000,6,1029,452,1803,47
3CRum2sj,1400198400000,6,1055,452,1780,47
3CRum2sj,1400284800000,6,1080,452,1768,47
3CRum2sj,1400371200000,6,1057,452,1753,47
3CRum2sj,1400457600000,6,1069,452,1739,47
3CRum2sj,1400544000000,6,1091,452,1711,47
3CRum2sj,1400630400000,6,1064,452,1702,47
3CRum2sj,1400716800000,6,1047,452,1672,47
3CRum2sj,1400803200000,6,1075,452,1701,47
3CRum2sj,1400889600000,6,1065,452,1683,47
3CRum2sj,1400976000000,6,1036,452,1694,47
3CRum2sj,1401062400000,6,1047,452,1719,47
3CRum2sj,1401148800000,6,1046,452,1718,47
3CRum2sj,1401235200000,6,1054,452,1721,47
3CRum2sj,1401321600000,6,1083,452,1741,47
3CRum2sj,1401408000000,6,1107,452,1712,47
3CRum2sj,1401494400000,6,1113,452,1738,47
3CRum2sj,1401580800000,6,1111,452,1761,47
3CRum2sj,1401667200000,6,1127,452,1734,47
3CRum2sj,1401753600000,6,1135,452,1727,47
3CRum2sj,1401840000000,6,1142,452,1719,47
3CRum2sj,1401926400000,6,1112,452,1737,47
3CRum2sj,1402012800000,6,1087,452,1758,47
3CRum2sj,1402099200000,6,1086,452,1778,47
3CRum2sj,1402185600000,6,1087,452,1774,47
3CRum2sj,1402272000000,6,1061,452,1778,47
3CRum2sj,1402358400000,6,1053,452,1780,47
3CRum2sj,1402444800000,6,1074,452,1776,47
3CRum2sj,1402531200000,6,1082,452,1785,47
3CRum2sj,1402617600000,6,1075,452,1785,47
3CRum2sj,1402704000000,6,1071,452,1801,47
3CRum2sj,1402790400000,6,1073,452,1794,47
3CRum2sj,1402876800000,6,1097,452,1795,47
3CRum2sj,1402963200000,6,1070,452,1800,47
3CRum2sj,1403049600000,6,1082,452,1771,47
3CRum2sj,1403136000000,6,1082,452,1794,47
3CRum2sj,1403222400000,6,1057,452,1811,47
3CRum2sj,1403308800000,6,1075,452,1786,47
3CRum2sj,1403395200000,6,1073,452,1783,47
3CRum2sj,1403481600000,6,1095,452,1794,47
3CRum2sj,1403568000000,6,1082,452,1768,47
3CRum2sj,1403654400000,6,1104,452,1777,47
3CRum2sj,1403740800000,6,1098,452,1797,47
3CRum2sj,1403827200000,6,1089,452,1826,47
3CRum2sj,1403913600000,6,1116,452,1816,47
3CRum2sj,1404000000000,6,1095,452,1843,47
3CRum2sj,1404086400000,6,1098,452,1817,47
3CRum2sj,1404172800000,6,1089,452,1834,47
3CRum2sj,1404259200000,6,1103,452,1823,47
3CRum2sj,1404345600000,6,1114,452,1825,47
3CRum2sj,1404432000000,6,1092,452,1816,47
3CRum2sj,1404518400000,6,1099,452,1823,47
3CRum2sj,1404604800000,6,1090,452,1817,47
3CRum2sj,1404691200000,6,1114,452,1826,47
3CRum2sj,1404777600000,6,1137,452,1817,47
3CRum2sj,1404864000000,6,1133,452,1829,47
3CRum2sj,1404950400000,6,1112,452,1852,47
3CRum2sj,1405036800000,6,1118,452,1863,47
3CRum2sj,1405123200000,6,1140,452,1842,47
3CRum2sj,1405209600000,6,1114,452,1853,47
3CRum2sj,1405296000000,6,1087,452,1833,47
3CRum2sj,1405382400000,6,1085,452,1842,47
3CRum2sj,1405468800000,6,1097,452,1814,47
3CRum2sj,1405555200000,6,1096,452,1805,47
3CRum2sj,1405641600000,6,1116,452,1821,47
3CRum2sj,1405728000000,6,1109,452,1807,47
3CRum2sj,1405814400000,6,1097,452,1796,47
3CRum2sj,1405900800000,6,1080,452,1794,47
3CRum2sj,1405987200000,6,1058,452,1787,47
3CRum2sj,1406073600000,6,1077,452,1801,47
3CRum2sj,1406160000000,6,1102,452,1787,47
3CRum2sj,1406246400000,6,1123,452,1810,47
3CRum2sj,1406332800000,6,1123,452,1826,47
3CRum2sj,1406419200000,6,1101,452,1834,47
3CRum2sj,1406505600000,6,1105,452,1833,47
3CRum2sj,1406592000000,6,1080,452,1855,47
3CRum2sj,1406678400000,6,1050,452,1876,47
3CRum2sj,1406764800000,6,1027,452,1887,47
