user_id,timestamp,miles_walked,calories_burned,calories_eaten,distance,floors
xbDCylL9,1396310400000,11,516,1743,124,37
xbDCylL9,1396396800000,9,350,2587,138,9
xbDCylL9,1396483200000,4,213,1274,10,21
xbDCylL9,1396569600000,0,294,2459,25,8
xbDCylL9,1396656000000,11,456,1282,43,21
xbDCylL9,1396742400000,13,339,1892,128,22
xbDCylL9,1396828800000,15,401,1213,124,27
xbDCylL9,1396915200000,9,207,2380,107,14
xbDCylL9,1397001600000,14,338,2521,100,43
xbDCylL9,1397088000000,5,365,2855,20,39
xbDCylL9,1397174400000,17,535,2233,56,15
xbDCylL9,1397260800000,7,227,2879,57,1
xbDCylL9,1397347200000,3,192,1443,15,41
xbDCylL9,1397433600000,10,408,2881,154,34
xbDCylL9,1397520000000,3,483,1333,8,0
xbDCylL9,1397606400000,6,222,2990,18,44
xbDCylL9,1397692800000,2,368,2349,11,39
xbDCylL9,1397779200000,1,505,2923,82,13
xbDCylL9,1397865600000,4,503,1306,158,23
xbDCylL9,1397952000000,0,226,2036,105,10
xbDCylL9,1398038400000,13,375,2418,133,17
xbDCylL9,1398124800000,14,274,2503,130,46
xbDCylL9,1398211200000,19,298,1574,174,13
xbDCylL9,1398297600000,12,517,2767,121,18
xbDCylL9,1398384000000,15,173,1903,82,24
xbDCylL9,1398470400000,0,321,2095,112,42
xbDCylL9,1398556800000,18,303,1149,50,47
xbDCylL9,1398643200000,12,355,2216,175,18
xbDCylL9,1398729600000,14,204,2167,143,33
xbDCylL9,1398816000000,0,163,1753,66,40
xbDCylL9,1398902400000,13,530,1673,79,6
xbDCylL9,1398988800000,2,248,2024,154,33
xbDCylL9,1399075200000,3,453,1031,89,2
xbDCylL9,1399161600000,4,208,1884,168,18
xbDCylL9,1399248000000,8,536,1516,39,17
xbDCylL9,1399334400000,19,517,1938,131,45
xbDCylL9,1399420800000,9,183,2062,100,34
xbDCylL9,1399507200000,9,344,1515,65,12
xbDCylL9,1399593600000,16,344,1648,114,15
xbDCylL9,1399680000000,12,221,1503,151,19
xbDCylL9,1399766400000,13,505,1355,66,20
