user_id,timestamp,minutes_very_active,minutes_fairly_active,steps,miles_run,minutes_lightly_active,minutes_sedentary,calories_burned,floors,distance
7iwot6xS,1409529600000,1479,949,1448,10,1470,1428,3930,29,0
7iwot6xS,1409616000000,1481,922,1421,10,1497,1407,3916,24,0
7iwot6xS,1409702400000,1455,928,1442,10,1477,1424,3937,27,0
7iwot6xS,1409788800000,1445,954,1435,10,1490,1436,3924,30,0
7iwot6xS,1409875200000,1415,957,1461,10,1512,1416,3940,29,0
7iwot6xS,1409961600000,1443,969,1475,10,1492,1425,3940,24,0
7iwot6xS,1410048000000,1416,975,1474,10,1500,1421,3921,21,0
7iwot6xS,1410134400000,1402,973,1449,10,1478,1450,3937,22,0
7iwot6xS,1410220800000,1413,951,1422,10,1488,1453,3953,19,0
7iwot6xS,1410307200000,1383,943,1413,10,1505,1481,3962,16,0
7iwot6xS,1410393600000,1384,931,1428,10,1510,1452,3974,18,0
7iwot6xS,1410480000000,1366,933,1445,10,1507,1459,3976,20,0
7iwot6xS,1410566400000,1382,925,1453,10,1500,1442,3987,18,0
7iwot6xS,1410652800000,1402,935,1464,10,1487,1430,3974,13,0
7iwot6xS,1410739200000,1413,941,1440,10,1512,1441,3983,8,0
7iwot6xS,1410825600000,1426,959,1413,10,1510,1443,3973,6,0
7iwot6xS,1410912000000,1398,982,1415,10,1507,1454,3956,1,0
7iwot6xS,1410998400000,1412,970,1391,10,1510,1468,3985,3,0
7iwot6xS,1411084800000,1424,991,1390,10,1531,1489,3982,7,0
7iwot6xS,1411171200000,1452,1013,1383,10,1505,1506,3984,11,0
7iwot6xS,1411257600000,1436,1022,1396,10,1497,1487,3954,6,0
7iwot6xS,1411344000000,1449,1012,1390,10,1515,1487,3934,3,0
7iwot6xS,1411430400000,1448,990,1402,10,1500,1492,3950,0,0
7iwot6xS,1411516800000,1425,960,1388,10,1506,1507,3924,1,0
7iwot6xS,1411603200000,1438,986,1416,10,1476,1496,3950,4,0
7iwot6xS,1411689600000,1447,988,1436,10,1459,1501,3944,3,0
7iwot6xS,1411776000000,1471,994,1431,10,1480,1498,3915,3,0
7iwot6xS,1411862400000,1478,1019,1430,10,1501,1477,3936,6,0
7iwot6xS,1411948800000,1482,1039,1424,10,1486,1495,3937,7,0
7iwot6xS,1412035200000,1510,1049,1410,10,1483,1516,3914,11,0
