user_id,timestamp,minutes_very_active,minutes_fairly_active,steps,miles_run,minutes_lightly_active,minutes_sedentary,calories_burned,floors,distance
l2UNV7N2,1393632000000,1449,1448,1452,10,1938,2697,1746,27,1
l2UNV7N2,1393718400000,1473,1424,1443,10,1919,2704,1745,26,1
l2UNV7N2,1393804800000,1447,1417,1440,10,1914,2679,1738,21,1
l2UNV7N2,1393891200000,1459,1410,1413,10,1922,2672,1767,25,1
l2UNV7N2,1393977600000,1475,1428,1417,10,1902,2662,1759,21,0
l2UNV7N2,1394064000000,1471,1430,1423,10,1885,2635,1782,24,0
l2UNV7N2,1394150400000,1499,1431,1449,10,1884,2627,1781,19,0
l2UNV7N2,1394236800000,1523,1442,1449,10,1887,2631,1778,15,0
l2UNV7N2,1394323200000,1520,1412,1478,10,1874,2622,1794,18,0
l2UNV7N2,1394409600000,1514,1437,1490,10,1861,2645,1779,13,0
l2UNV7N2,1394496000000,1498,1428,1488,10,1845,2663,1783,15,0
l2UNV7N2,1394582400000,1477,1409,1512,10,1824,2692,1756,18,0
l2UNV7N2,1394668800000,1486,1383,1496,10,1820,2684,1776,14,0
l2UNV7N2,1394755200000,1458,1393,1476,10,1799,2673,1801,9,0
l2UNV7N2,1394841600000,1468,1415,1481,10,1787,2665,1799,5,0
l2UNV7N2,1394928000000,1446,1401,1509,10,1801,2683,1807,7,0
l2UNV7N2,1395014400000,1455,1391,1520,10,1823,2705,1800,5,0
l2UNV7N2,1395100800000,1469,1383,1511,10,1827,2720,1814,1,0
l2UNV7N2,1395187200000,1461,1407,1505,10,1805,2717,1799,3,0
l2UNV7N2,1395273600000,1487,1404,1489,10,1780,2734,1798,4,0
l2UNV7N2,1395360000000,1460,1374,1478,10,1782,2712,1773,0,0
l2UNV7N2,1395446400000,1450,1360,1477,10,1771,2698,1750,4,0
l2UNV7N2,1395532800000,1448,1336,1452,10,1762,2697,1761,3,0
l2UNV7N2,1395619200000,1436,1350,1434,10,1743,2681,1761,4,0
l2UNV7N2,1395705600000,1451,1342,1433,10,1769,2709,1734,8,0
l2UNV7N2,1395792000000,1446,1333,1429,10,1787,2695,1752,3,0
l2UNV7N2,1395878400000,1429,1359,1429,10,1764,2691,1770,5,0
l2UNV7N2,1395964800000,1414,1332,1435,10,1762,2670,1758,2,0
